"Product_Code","Ref","Description","ItemRange","Width","Height","ItemSalesPrice_excl","ItemColour","LabourSiteFit","LabourFactory","IsTemplate"
"NSHH-1209","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1190","890","R2,605.06","WHITE","R210.09","R367.65","TRUE"
"NSHH-1212","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1790","1190","R2,997.41","WHITE","R241.73","R423.02","TRUE"
"NSHH-1215","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1790","1190","R2,997.41","WHITE","R241.73","R423.02","TRUE"
"NSHH-1809","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1790","890","R3,258.07","WHITE","R262.75","R459.81","TRUE"
"NSHH-1812","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1790","1190","R2,997.41","WHITE","R241.73","R423.02","TRUE"
"NSHH-1815","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1790","1490","R2,997.41","WHITE","R241.73","R423.02","TRUE"
"NSHH-2109","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","2090","890","R3,457.08","WHITE","R278.80","R487.89","TRUE"
"NSHH-2112","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1790","1190","R2,997.41","WHITE","R241.73","R423.02","TRUE"
"NSHH-2409","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","2390","890","R3,656.08","WHITE","R294.85","R515.98","TRUE"
"NSHH-2412","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1790","1190","R2,997.41","WHITE","R241.73","R423.02","TRUE"
"NSHH-2415","A3467","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1790","1490","R2,997.41","WHITE","R241.73","R423.02","TRUE"
"A9631-Badkamer","A9631","New Hole -30.5mm casement - Colonial Bars .. 2x2 Panes","New Hole - E-Leg OuterFrame-SIDE HUNG","900","800","R1,209.00","CHARCOAL","R134.93","R188.91","FALSE"
"A9631-Kombuis","A9631","New Hole -30.5mm casement - Colonial Bars 2x3 on openers & 3x3 on fix","New Hole - E-Leg OuterFrame-SIDE HUNG","1980","1000","R2,345.72","CHARCOAL","R261.80","R366.52","FALSE"
"A9631-Sitkamer Noord","A9631","New Hole -30.5mm casement[Cas 30.5] - Colonial Bars 2x4 panes on openers & 5x4 on fix","New Hole - E-Leg OuterFrame-SIDE HUNG","2480","1450","R3,313.68","CHARCOAL","R369.83","R517.76","FALSE"
"A9631-Slaap 1","A9631","New Hole -30.5mm casement - Colonial Bars 2 x 4 panes on openers & 5x4 on fix","New Hole - E-Leg OuterFrame-SIDE HUNG","2480","1450","R3,317.77","CHARCOAL","R370.29","R518.40","FALSE"
"A9631-Slaap 1a","A9631","New Hole -30.5mm casement - Colonial Bars 2x4 panes on oeners & 5x4 on fix","New Hole - E-Leg OuterFrame-SIDE HUNG","2740","1450","R3,469.95","CHARCOAL","R387.27","R542.18","FALSE"
"A9631-Slaap 2","A9631","New Hole -30.5mm casement - Colonial Bars 2x4 panes on openers & 3x4 on fix","New Hole - E-Leg OuterFrame-SIDE HUNG","1980","1450","R3,041.83","CHARCOAL","R339.49","R475.29","FALSE"
"A9631-Slaap 3","A9631","New Hole -30.5mm casement - Colonial Bars .. 2x3 on openers & 3x3 on fix","New Hole - E-Leg OuterFrame-SIDE HUNG","1980","1200","R2,690.92","CHARCOAL","R300.33","R420.46","FALSE"
"A9665-Bathroom","A9665","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","580","895","R1,745.55","WHITE","R106.95","R149.72","FALSE"
"B2512-W 1","B2512","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1700","990","R1,856.29","CHARCOAL","R0.00","R343.76","FALSE"
"B3013-W1","B3013","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1200","R1,838.73","BRONZE","R221.00","R309.40","FALSE"
"B3013-W2","B3013","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1800","1200","R2,447.18","BRONZE","R294.13","R411.79","FALSE"
"B3039-W01","B3039","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1140","1500","R1,719.68","WHITE","R213.44","R298.82","FALSE"
"B3039-W02","B3039","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1140","1100","R1,352.17","WHITE","R165.79","R232.11","FALSE"
"B3039-W03","B3039","New Hole -30.5mm casement W04","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1500","R2,624.29","WHITE","R268.12","R375.37","FALSE"
"B3042-W01","B3042","New Hole -30.5mm casement W01 & W03","New Hole - E-Leg OuterFrame-SIDE HUNG","1140","1500","R1,719.68","WHITE","R213.44","R298.82","FALSE"
"B3042-W02","B3042","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1140","1100","R1,352.17","WHITE","R165.79","R232.11","FALSE"
"B3042-W03","B3042","New Hole -30.5mm casement W04","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1500","R2,518.49","WHITE","R257.31","R360.24","FALSE"
"B3302-W03","B3302","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1500","R3,261.82","WHITE","R321.28","R449.79","FALSE"
"B3302-W04","B3302","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","590","950","R1,031.94","WHITE","R104.03","R145.64","FALSE"
"B3302-W05","B3302","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1690","950","R2,419.76","WHITE","R243.93","R341.50","FALSE"
"B3303-W03","B3303","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1500","R2,655.27","WHITE","R315.27","R441.37","FALSE"
"B3593-W1","B3593","New Hole -30.5mm casement - Clear B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","1730","970","R3,570.11","CHARCOAL","R371.89","R520.64","FALSE"
"B3606-W01","B3606","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1140","1500","R2,281.26","WHITE","R261.93","R366.70","FALSE"
"B3606-W02","B3606","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","990","1100","R1,723.40","WHITE","R200.68","R280.96","FALSE"
"B3606-W03","B3606","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1500","R3,324.30","WHITE","R321.23","R449.72","FALSE"
"B3618-W01","B3618","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1140","1500","R2,281.26","WHITE","R261.93","R366.70","FALSE"
"B3618-W02","B3618","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","990","1100","R1,723.40","WHITE","R200.68","R280.96","FALSE"
"B3618-W03","B3618","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1500","R3,212.43","WHITE","R321.23","R449.72","FALSE"
"B3620-Ensuite W2","B3620","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","930","795","R1,449.46","BRONZE","R161.77","R226.48","FALSE"
"B3887-Main Bed","B3887","30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1085","1395","R3,118.86","WHITE","R236.48","R331.07","FALSE"
"B3887-Study","B3887","30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1085","1395","R3,118.23","WHITE","R236.48","R331.07","FALSE"
"B3947-EXTRA","B3947","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1990","900","R2,262.32","BRONZE","R269.47","R377.25","FALSE"
"B4091-Main Bed Bath ","B4091","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","480","830","R866.83","Bronze","R96.74","R135.44","FALSE"
"B4139-W 01","B4139","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1140","1500","R2,589.46","WHITE","R280.97","R393.36","FALSE"
"B4139-W 02","B4139","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","490","900","R948.63","WHITE","R102.93","R144.11","FALSE"
"B4139-W 03","B4139","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1500","R2,940.46","WHITE","R359.03","R502.64","FALSE"
"B4284-W 1","B4284","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","2000","1240","R2,902.52","CHARCOAL","R0.00","R537.50","FALSE"
"B4284-W 2","B4284","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1010","1330","R1,777.52","CHARCOAL","R0.00","R329.17","FALSE"
"B4284-W 3","B4284","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1010","980","R1,510.41","CHARCOAL","R0.00","R279.71","FALSE"
"B4284-W 4","B4284","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1470","1330","R2,136.00","CHARCOAL","R0.00","R395.56","FALSE"
"B4335-W 4 Kitchen","B4335","New Hole -30.5mm casement[Cas 30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1800","1280","R3,047.42","CHARCOAL","R303.31","R424.64","FALSE"
"B4371-W 01","B4371","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1090","1090","R2,130.24","WHITE","R232.97","R326.16","FALSE"
"B4371-W 02","B4371","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1490","R3,115.42","WHITE","R399.21","R558.89","FALSE"
"B4399-W 01","B4399","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1090","1090","R2,130.24","WHITE","R232.97","R326.16","FALSE"
"B4399-W 02","B4399","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1490","R3,115.42","WHITE","R399.21","R558.89","FALSE"
"B4509-W 01","B4509","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1190","1490","R2,782.69","WHITE","R334.76","R468.66","FALSE"
"B4509-W 02","B4509","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","990","1090","R2,353.22","WHITE","R224.53","R314.35","FALSE"
"B4509-W 03","B4509","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1490","R3,426.97","WHITE","R399.21","R558.89","FALSE"
"B4981-W 01","B4981","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1480","1500","R3,192.79","WHITE","R362.44","R507.42","FALSE"
"B5058-W 02","B5058","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","990","1500","R2,610.61","Nat25","R271.94","R380.71","FALSE"
"B5176-W 2","B5176","New Hole -30.5mm casement - Clear B/Bars Through - Out Entire Window","New Hole - E-Leg OuterFrame-SIDE HUNG","1120","1120","R3,229.22","CHARCOAL","R360.40","R504.57","FALSE"
"B5211-W 03","B5211","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","590","1250","R1,323.33","WHITE","R147.69","R206.77","FALSE"
"B5211-W 04","B5211","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","590","980","R1,138.41","WHITE","R127.06","R177.88","FALSE"
"B5258-Loft W  1","B5258","New Hole -30.5mm casement - No Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","1070","825","R2,115.91","BRONZE","R214.68","R300.56","FALSE"
"B5286-W 1","B5286","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1500","1500","R2,815.47","WHITE","R0.00","R585.08","FALSE"
"B5350-W 04","B5350","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","600","970","R1,602.63","WHITE","R178.55","R249.97","FALSE"
"B5350-W 05","B5350","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1715","970","R3,628.33","WHITE","R457.80","R640.92","FALSE"
"B5451-D03 Sidelights ","B5451","New Hole -30.5mm casement - 1xleft , 1x right","New Hole - E-Leg OuterFrame-SIDE HUNG","502","1452","R1,713.87","Nat25","R191.28","R267.79","FALSE"
"B5459-Bath","B5459","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","890","890","R2,027.51","Nat25","R222.13","R310.98","FALSE"
"B5459-Bed 2","B5459","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1450","1450","R3,782.63","Nat25","R422.17","R591.04","FALSE"
"B5768-W 01","B5768","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1490","R2,767.23","WHITE","R413.35","R578.70","FALSE"
"B5961-W 01 & 02","B5961","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1790","1500","R4,674.61","WHITE","R521.72","R730.41","FALSE"
"B5961-W 05","B5961","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","890","900","R1,640.21","WHITE","R183.06","R256.28","FALSE"
"B6028-W 01","B6028","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","1490","R3,407.31","WHITE","R430.84","R603.18","FALSE"
"B6379-Bath 2","B6379","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R1,921.41","NAT25","R248.71","R348.19","FALSE"
"B6416-W2","B6416","New Hole -30.5mm casement  - Alu B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","595","880","R1,294.16","BRONZE","R144.44","R202.21","FALSE"
"B6416-W3","B6416","New Hole -30.5mm casement - Alu B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","480","680","R1,032.47","BRONZE","R115.23","R161.32","FALSE"
"C3450-Fireplace","C3450","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,517.91","WHITE","R169.41","R237.17","FALSE"
"C3559-BEDROOMS","C3559","New Hole -30.5mm casement[Cas 30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1975","1515","R6,370.76","WHITE","R762.48","R1,067.47","FALSE"
"C3609-W 01","C3609","New Hole -30.5mm casement - No size on documents - CHECK SIZE","New Hole - E-Leg OuterFrame-SIDE HUNG","600","1500","R2,114.11","WHITE","R235.95","R330.33","FALSE"
"C3609-W 02","C3609","New Hole -30.5mm casement - No size on documents - CHECK SIZE","New Hole - E-Leg OuterFrame-SIDE HUNG","600","1500","R2,114.11","WHITE","R235.95","R330.33","FALSE"
"C3656-W 01","C3656","Sash Only[Cas 30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","535","1135","R1,707.62","NAT25","R148.23","R207.52","FALSE"
"C3911-Shower","C3911","New Hole -30.5mm casement,Plastistay arm [Cas 30.5] - Clear B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","485","1250","R2,830.30","WHITE","R304.84","R426.78","FALSE"
"C3911-Toilet","C3911","New Hole -30.5mm casement,Plastistay arm [Cas 30.5] - Clear B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","485","1250","R2,830.30","WHITE","R304.84","R426.78","FALSE"
"C3987-D5W","C3987","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1820","900","R3,461.94","CHARCOAL","R357.63","R500.69","FALSE"
"C3987-W01","C3987","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,460.33","CHARCOAL","R149.65","R209.52","FALSE"
"C3989-W01","C3989","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,460.33","CHARCOAL","R162.98","R228.18","FALSE"
"C3989-W02","C3989","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R2,542.66","CHARCOAL","R283.78","R397.29","FALSE"
"C4180-W 01","C4180","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","590","900","R1,451.33","CHARCOAL","R161.98","R226.77","FALSE"
"C4180-W 02","C4180","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R2,542.66","CHARCOAL","R283.78","R397.29","FALSE"
"C4180-W 03","C4180","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,221.21","CHARCOAL","R359.51","R503.31","FALSE"
"C4180-W 04","C4180","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","1800","R2,310.44","CHARCOAL","R257.86","R361.01","FALSE"
"C4180-W 05","C4180","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1800","R4,730.01","CHARCOAL","R527.90","R739.06","FALSE"
"C4748-Bath b.r 4 Ground Floor","C4748","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","600","600","R1,079.89","CHARCOAL","R120.52","R168.73","FALSE"
"C4805-Kitchen","C4805","Clear B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","1450","900","R4,785.95","CHARCOAL","R534.15","R747.81","FALSE"
"C4878-BATHROOM","C4878","EX STEEL -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","995","920","R2,658.02","SILVER","R297.80","R416.92","FALSE"
"C4878-KITCHEN","C4878","EX STEEL -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","995","920","R2,500.98","SILVER","R281.01","R393.41","FALSE"
"C4878-LOUNGE","C4878","EX STEEL -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","995","1220","R2,888.78","SILVER","R322.41","R451.37","FALSE"
"C4878-TOILET","C4878","EX STEEL 30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","510","920","R783.16","SILVER","R87.41","R122.37","FALSE"
"C4903-W 01","C4903","New Hole -30.5mm casement  -Colonail bar split (2X2 Panes )","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,583.20","BLACK|MATT BLACK","R0.00","R273.64","FALSE"
"C5359-Main Bed","C5359","Clear B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","1970","1230","R5,901.72","CHARCOAL","R658.67","R922.14","FALSE"
"C5373-Waskamer","C5373","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,059.05","BRONZE","R313.91","R439.48","FALSE"
"C5524-W1","C5524","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,221.21","CHARCOAL","R359.51","R503.31","FALSE"
"C6092-W 02","C6092","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","2090","1570","R6,763.56","CHARCOAL","R704.54","R986.35","FALSE"
"C6092-W 05","C6092","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1980","1880","R8,007.27","CHARCOAL","R834.09","R1,167.73","FALSE"
"C6092-W 08","C6092","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1980","1450","R4,860.55","CHARCOAL","R506.31","R708.83","FALSE"
"C6116-W 02","C6116","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1170","1170","R2,476.32","WHITE","R0.00","R429.08","FALSE"
"C6143-W 01","C6143","Clear B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","1975","1490","R8,200.87","SPECIAL C1|LL230P-MATT STONE GREY","R831.27","R1,163.77","FALSE"
"C6180-W02","C6180","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,890.73","SPECIAL C3|VP 38-0823 MAHOGANY BROWN MATT","R0.00","R412.05","FALSE"
"C6208-W 09 SCULLERY","C6208","Alu B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","1190","890","R2,985.11","CHARCOAL","R350.69","R490.97","FALSE"
"C6208-W02 BAR","C6208","Alu B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","600","1200","R1,922.62","CHARCOAL","R225.87","R316.22","FALSE"
"C6209-W 01","C6209","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1500","R2,605.06","BLACK","R487.99","R683.18","FALSE"
"C6209-W 05, 06 & 09","C6209","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","900","1500","R2,605.06","BLACK","R433.30","R606.63","FALSE"
"C6209-W 16","C6209","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","560","1500","R1,475.28","BLACK","R238.85","R334.39","FALSE"
"C6214-W01","C6214","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","870","R1,435.84","BLACK|MATT BLACK","R160.25","R224.35","FALSE"
"C6477-W01","C6477","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","910","900","R2,551.66","CHARCOAL","R262.38","R367.33","FALSE"
"C6477-W02","C6477","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","610","1800","R2,324.62","CHARCOAL","R243.01","R340.22","FALSE"
"C6477-W03","C6477","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1810","900","R3,429.24","CHARCOAL","R354.19","R495.87","FALSE"
"C6477-W04","C6477","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1210","1800","R4,741.90","CHARCOAL","R495.33","R693.46","FALSE"
"C6486-W02","C6486","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","890","890","R2,519.04","CHARCOAL","R281.14","R393.60","FALSE"
"C6487-W01","C6487","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,221.21","CHARCOAL","R359.51","R503.31","FALSE"
"C6487-W02","C6487","New Hole -30.5mm casement[Cas 30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","1800","R2,308.15","CHARCOAL","R257.61","R360.65","FALSE"
"C6487-W03","C6487","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1800","R4,725.43","CHARCOAL","R527.39","R738.35","FALSE"
"C6488-W03","C6488","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","590","1800","R2,293.96","CHARCOAL","R238.05","R333.27","FALSE"
"C6488-W04","C6488","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1185","1800","R4,705.31","CHARCOAL","R487.62","R682.66","FALSE"
"C6719-W 04","C6719","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1120","1490","R4,678.27","WHITE","R487.32","R682.25","FALSE"
"C6719-W 04 -O","C6719","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1020","875","R3,331.14","WHITE","R346.99","R485.79","FALSE"
"C6719-W 05","C6719","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1480","1400","R5,290.88","WHITE","R551.13","R771.59","FALSE"
"C6840-W01","C6840","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","890","R1,452.17","CHARCOAL","R162.07","R226.90","FALSE"
"C6843-W02","C6843","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R2,345.35","CHARCOAL","R261.76","R366.46","FALSE"
"C6843-W03","C6843","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R2,602.71","CHARCOAL","R290.48","R406.67","FALSE"
"C6843-W04","C6843","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","1800","R2,164.01","CHARCOAL","R241.52","R338.13","FALSE"
"C6843-W05","C6843","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","1800","R3,916.26","CHARCOAL","R437.08","R611.92","FALSE"
"C6843-W05 EXTRA","C6843","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","880","1800","R3,884.57","CHARCOAL","R433.55","R606.96","FALSE"
"C6843-W05 FIX STAIRS","C6843","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","1800","R1,957.50","CHARCOAL","R218.47","R305.86","FALSE"
"C6860-W02","C6860","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","600","R2,806.25","CHARCOAL","R316.89","R443.64","FALSE"
"C6860-W03","C6860","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R3,043.42","CHARCOAL","R342.15","R479.01","FALSE"
"C6860-W04","C6860","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,112.01","CHARCOAL","R347.53","R486.55","FALSE"
"C6860-W05","C6860","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1190","1800","R5,129.71","CHARCOAL","R569.73","R797.62","FALSE"
"C6860-W07","C6860","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1800","900","R3,753.05","CHARCOAL","R421.10","R589.53","FALSE"
"C7005-Kitchen","C7005","","New Hole - E-Leg OuterFrame-SIDE HUNG","1000","920","R2,015.88","BLACK|MATT BLACK","R209.99","R293.98","FALSE"
"C7007-W02","C7007","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","905","900","R2,674.27","CHARCOAL","R309.21","R432.89","FALSE"
"C7007-W03","C7007","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,207.30","CHARCOAL","R372.32","R521.25","FALSE"
"C7007-W03 GARAGE","C7007","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R2,675.26","CHARCOAL","R298.58","R418.01","FALSE"
"C7007-W04","C7007","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","905","1800","R4,044.71","CHARCOAL","R451.58","R632.21","FALSE"
"C7007-W05","C7007","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1800","R4,527.90","CHARCOAL","R505.56","R707.79","FALSE"
