"Product_Code","Ref","Description","ItemRange","Width","Height","ItemSalesPrice_excl","ItemColour","LabourSiteFit","LabourFactory","IsTemplate"
"C3707-Ensuite","C3707","Single Vertical Colonial Bars Split","38 Casement","700","1180","R3,391.68","BLACK|MATT BLACK","R378.54","R529.95","FALSE"
"C3707-Kitchen W","C3707","Single Vertical Colonial Bars Split - Clear B/Bars","38 Casement","715","1190","R3,202.06","BLACK|MATT BLACK","R357.37","R500.32","FALSE"
"C3707-Lounge W","C3707","Single Vertical Colonial Bars Split - Clear B/Bars","38 Casement","980","1540","R4,988.43","BLACK|MATT BLACK","R556.74","R779.44","FALSE"
"C3707-Main Bed","C3707","Single Vertical Colonial Bars Split","38 Casement","1005","1530","R5,589.63","BLACK|MATT BLACK","R623.84","R873.38","FALSE"
"C3772-TL 3A Insert","C3772","38mm CASEMENT","38 Casement","2202","482","R2,372.40","SILVER","R264.78","R370.69","FALSE"
"C3772-TL 3B Insert","C3772","38mm CASEMENT","38 Casement","2107","482","R2,281.93","SILVER","R254.68","R356.55","FALSE"
"C3772-TL 3C Insert","C3772","38mm CASEMENT","38 Casement","2202","482","R2,372.40","SILVER","R264.78","R370.69","FALSE"
"C3772-TL 4D Insert","C3772","38mm CASEMENT","38 Casement","2202","482","R2,372.40","SILVER","R264.78","R370.69","FALSE"
"C3772-TL 4E Insert","C3772","38mm CASEMENT","38 Casement","2107","482","R2,281.93","SILVER","R254.68","R356.55","FALSE"
"C3772-TL 4F Insert","C3772","38mm CASEMENT","38 Casement","2202","482","R2,372.40","SILVER","R264.78","R370.69","FALSE"
"C3793-2nd Bed","C3793","Clear B/Bars","38 Casement","1680","1455","R9,474.14","WHITE","R1,056.07","R1,478.49","FALSE"
"C3793-Main Bed W2","C3793","Clear B/Bars","38 Casement","1130","1455","R8,199.31","WHITE","R912.76","R1,277.87","FALSE"
"C3821-6 Inserts","C3821","38mm CASEMENT","38 Casement","1685","1177","R3,257.32","SILVER","R363.54","R508.96","FALSE"
"C3821-A Insert","C3821","38mm CASEMENT","38 Casement","1697","1177","R3,276.49","SILVER","R365.68","R511.95","FALSE"
"C3821-B,E,F,1,2,5 Inserts","C3821","38mm CASEMENT","38 Casement","1725","1177","R3,321.23","SILVER","R370.67","R518.94","FALSE"
"C3821-C,3.4 Inserts ","C3821","38mm CASEMENT","38 Casement","1370","1177","R2,742.30","SILVER","R306.06","R428.48","FALSE"
"C3821-D Inserts","C3821","38mm CASEMENT","38 Casement","1375","1177","R2,750.29","SILVER|NA","R306.95","R429.73","FALSE"
"C3828-W01 A","C3828","38mm CASEMENT","38 Casement","2575","1420","R2,273.48","BLACK|MATT BLACK","R253.74","R355.23","FALSE"
"C3828-W01 A Fix","C3828","38mm CASEMENT","38 Casement","2575","1420","R2,208.84","BLACK|MATT BLACK","R246.52","R345.13","FALSE"
"C3828-W01 a Fix Insert ","C3828","2x Vertical Colonial Bars Split","38 Casement","844","1384","R2,308.76","BLACK|MATT BLACK","R257.67","R360.74","FALSE"
"C3828-W01 A Inserts 1","C3828","Restrictor Stays - 2x Vertical Colonial Bars Split","38 Casement","844","1384","R3,316.28","BLACK|MATT BLACK","R370.12","R518.17","FALSE"
"C3828-W01 A Insets 2","C3828","2x Vertical Colonial Bars Split","38 Casement","844","1384","R2,544.01","BLACK|MATT BLACK","R283.93","R397.50","FALSE"
"C3828-W03","C3828","38mm CASEMENT","38 Casement","950","1875","R983.44","BLACK|MATT BLACK","R109.76","R153.66","FALSE"
"C3828-W03 Insert","C3828","Restrictor Stays - 2x Vertical Colonial Bars Split","38 Casement","914","1839","R4,051.19","BLACK|MATT BLACK","R452.14","R633.00","FALSE"
"C3828-W04","C3828","38mm CASEMENT","38 Casement","950","1420","R828.54","BLACK|MATT BLACK","R92.47","R129.46","FALSE"
"C3828-W04 Insert","C3828","Restrictor Stays - 2x Vertical Colonial Bars Split","38 Casement","914","1384","R3,414.37","BLACK|MATT BLACK","R381.07","R533.50","FALSE"
"C3828-W05A Inserts","C3828","2x Vertical Colonial Bars Split","38 Casement","922","1167","R2,085.39","BLACK|MATT BLACK","R232.74","R325.84","FALSE"
"C3828-W05B Inserts","C3828","3x Vertical Colonial Bars Split","38 Casement","1580","1167","R3,106.24","BLACK|MATT BLACK","R346.68","R485.35","FALSE"
"C3828-W06","C3828","38mm CASEMENT","38 Casement","1585","1420","R1,464.86","BLACK|MATT BLACK","R163.49","R228.88","FALSE"
"C3828-W06 Inserts ","C3828","Restrictor Stays - 2x Vertical Colonial Bars Split","38 Casement","773","1384","R3,142.92","BLACK|MATT BLACK","R350.77","R491.08","FALSE"
"C3844-2nd Bed A","C3844","38mm CASEMENT","38 Casement","645","1185","R3,114.01","WHITE","R347.55","R486.56","FALSE"
"C3844-2nd Bed B","C3844","38mm CASEMENT","38 Casement","2830","1185","R9,561.87","WHITE","R1,067.17","R1,494.04","FALSE"
"C3844-Lounge A","C3844","38mm CASEMENT","38 Casement","520","1450","R2,638.51","WHITE","R294.48","R412.27","FALSE"
"C3844-Lounge B","C3844","38mm CASEMENT","38 Casement","530","1450","R2,497.35","WHITE","R278.72","R390.21","FALSE"
"C3844-Lounge C","C3844","38mm CASEMENT","38 Casement","530","1450","R2,667.84","WHITE","R297.75","R416.85","FALSE"
"C3844-Lounge D","C3844","38mm CASEMENT","38 Casement","530","1450","R2,667.94","WHITE","R297.76","R416.87","FALSE"
"C3844-Lounge E","C3844","38mm CASEMENT","38 Casement","530","1450","R2,399.13","WHITE","R267.76","R374.86","FALSE"
"C3844-Lounge F","C3844","38mm CASEMENT","38 Casement","520","1450","R2,001.63","WHITE","R223.40","R312.76","FALSE"
"C3844-Lounge W 01","C3844","38mm CASEMENT","38 Casement","2305","1455","R9,789.34","WHITE","R1,092.56","R1,529.58","FALSE"
"C3844-Lounge W 02","C3844","38mm CASEMENT","38 Casement","1755","1455","R6,700.35","WHITE","R747.81","R1,046.93","FALSE"
"C3844-Main Bed","C3844","38mm CASEMENT","38 Casement","2715","1185","R9,322.42","WHITE","R1,040.45","R1,456.63","FALSE"
"C3871-TL5 A Insert","C3871","38mm CASEMENT","38 Casement","2282","467","R2,438.72","SILVER","R271.37","R379.92","FALSE"
"C3871-TL5 B Insert","C3871","38mm CASEMENT","38 Casement","2197","467","R2,363.01","SILVER","R262.95","R368.14","FALSE"
"C3871-TL5 C Insert","C3871","38mm CASEMENT","38 Casement","2287","467","R2,443.18","SILVER","R271.87","R380.62","FALSE"
"C3874-Admin Kitchen","C3874","Alu B/Bars On Openers & Fix","38 Casement","1950","1445","R10,972.18","BLACK|MATT BLACK","R1,224.57","R1,714.40","FALSE"
"C3874-Design Room","C3874","Alu B/Bars o Openers & Fix","38 Casement","4835","1420","R15,933.50","BLACK|MATT BLACK","R1,778.29","R2,489.61","FALSE"
"C3874-Finishing Room","C3874","Alu B/Bars on Openers & Fix","38 Casement","4830","1425","R15,945.99","BLACK|MATT BLACK","R1,779.69","R2,491.56","FALSE"
"C3874-Front","C3874","38mm CASEMENT - Alu B/Bars On Opener & Fix","38 Casement","995","1830","R8,891.67","BLACK|MATT BLACK","R992.37","R1,389.32","FALSE"
"C3874-Front 2","C3874","38mm CASEMENT - Alu B/Bars","38 Casement","995","1830","R8,432.20","BLACK|MATT BLACK","R941.09","R1,317.53","FALSE"
"C3874-Medical Stores W02","C3874","Alu B/Bars on Openers & Fix","38 Casement","1585","1430","R6,485.91","BLACK|MATT BLACK","R723.87","R1,013.42","FALSE"
"C3874-Medical Storess W01","C3874","Alu B/Bars On Openers & Fix","38 Casement","4840","1430","R15,997.44","BLACK|MATT BLACK","R1,785.43","R2,499.60","FALSE"
"C3874-Staff Kitchen ","C3874","Alu B/Bars On Openers & Fix","38 Casement","4830","1425","R24,794.11","BLACK|MATT BLACK","R2,767.20","R3,874.08","FALSE"
"C3874-Staff Kitchen.","C3874","Alu B/Bars On Openers & Fix","38 Casement","1585","1430","R9,203.12","BLACK|MATT BLACK","R1,027.13","R1,437.99","FALSE"
"C3874-Staff Room W06","C3874","Alu B/Bars On Openers & Fix","38 Casement","1950","945","R7,359.50","BLACK|MATT BLACK","R821.37","R1,149.92","FALSE"
"C3874-Wire Cut Room","C3874","Alu B/Bars On Openers & Fix","38 Casement","4830","1420","R15,920.50","BLACK|MATT BLACK","R1,776.84","R2,487.58","FALSE"
"C3890-W 01","C3890","38mm CASEMENT","38 Casement","505","930","R2,623.00","WHITE","R292.75","R409.84","FALSE"
"C3890-W 02","C3890","38mm CASEMENT","38 Casement","1005","930","R4,085.69","WHITE","R455.99","R638.39","FALSE"
"C3988-W 02","C3988","38mm CASEMENT","38 Casement","890","900","R3,793.82","CHARCOAL","R423.42","R592.78","FALSE"
"C3988-W 03 KITCHEN","C3988","38mm CASEMENT","38 Casement","1190","900","R3,560.80","CHARCOAL","R397.41","R556.38","FALSE"
"C3988-W 04","C3988","38mm CASEMENT","38 Casement","585","1800","R3,313.59","CHARCOAL","R369.82","R517.75","FALSE"
"C3988-W 05","C3988","38mm CASEMENT","38 Casement","1185","1800","R6,660.93","CHARCOAL","R743.41","R1,040.77","FALSE"
"C3988-W 06","C3988","38mm CASEMENT","38 Casement","1780","1800","R9,868.95","CHARCOAL","R1,101.45","R1,542.02","FALSE"
"C3988-W03 Cloak Bath","C3988","38mm CASEMENT","38 Casement","1190","900","R4,536.15","CHARCOAL","R506.27","R708.77","FALSE"
"C3988-W2 GARAGE","C3988","38mm CASEMENT","38 Casement","890","900","R3,022.55","CHARCOAL","R337.34","R472.27","FALSE"
"C3988-W5 FIX","C3988","38mm CASEMENT[Cas38]","38 Casement","1185","1800","R5,575.45","CHARCOAL","R622.26","R871.16","FALSE"
"C4210-Main Bed ","C4210","Clear B/Bars","38 Casement","1975","1220","R9,102.59","WHITE","R1,015.92","R1,422.28","FALSE"
"C4210-Michaels Room","C4210","Clear B/Bars","38 Casement","1970","1220","R9,088.85","WHITE","R1,014.38","R1,420.13","FALSE"
"C4210-Michaels Room 2","C4210","Clear B/Bars","38 Casement","1970","630","R4,610.78","WHITE","R514.60","R720.43","FALSE"
"C4217-Kitchen.","C4217","38mm CASEMENT","38 Casement","2385","1080","R13,888.09","WHITE","R1,550.01","R2,170.01","FALSE"
"C4231-Bath","C4231","Black Handle","38 Casement","500","500","R1,098.67","WHITE","R122.62","R171.67","FALSE"
"C4231-Kitchen ","C4231","Black Handles","38 Casement","1060","900","R2,920.32","WHITE","R325.93","R456.30","FALSE"
"C4231-Road Facing","C4231","Black Handles","38 Casement","1005","1225","R3,643.13","WHITE","R406.60","R569.24","FALSE"
"C4449-W01","C4449","38mm CASEMENT","38 Casement","1820","1140","R5,415.05","BRONZE","R604.36","R846.10","FALSE"
"C4594-Bath ","C4594","38mm CASEMENT","38 Casement","570","1180","R3,061.63","WHITE","R341.70","R478.38","FALSE"
"C4594-Bed 2 W 01","C4594","38mm CASEMENT","38 Casement","2300","1170","R7,625.51","WHITE","R851.06","R1,191.49","FALSE"
"C4594-Bed 2 W 02","C4594","38mm CASEMENT","38 Casement","1130","1170","R3,690.18","WHITE","R411.85","R576.59","FALSE"
"C4594-Entrance","C4594","38mm CASEMENT","38 Casement","2135","1170","R7,323.72","WHITE","R817.38","R1,144.33","FALSE"
"C4594-Kitchen W 01","C4594","38mm CASEMENT","38 Casement","1125","1180","R3,704.42","WHITE","R413.44","R578.82","FALSE"
"C4594-Lounge","C4594","38mm CASEMENT","38 Casement","2295","1180","R7,018.56","WHITE","R783.32","R1,096.65","FALSE"
"C4594-Main Bed W 01","C4594","38mm CASEMENT","38 Casement","2400","1210","R7,377.64","WHITE","R823.40","R1,152.76","FALSE"
"C4594-Main Bed W 02","C4594","38mm CASEMENT","38 Casement","1170","1210","R3,869.98","WHITE","R431.92","R604.68","FALSE"
"C4683-Hall W 01","C4683","38mm CASEMENT,Restrictor Stays,Bottom Hung Windows .. School Clip Catches","38 Casement","3400","725","R8,827.00","SILVER","R639.01","R894.61","FALSE"
"C4683-Hall W 02","C4683","38mm CASEMENT - Bottom Hung Sashes .. School Clip Catches - No Handle Holes ..  Restrictor Stays","38 Casement","3400","1405","R9,450.72","SILVER","R1,047.05","R1,465.87","FALSE"
"C4708-Bed 1","C4708","38mm CASEMENT","38 Casement","2160","1295","R11,414.80","WHITE","R1,036.67","R1,451.34","FALSE"
"C4708-Bed 2","C4708","38mm CASEMENT","38 Casement","1705","635","R4,440.10","WHITE","R397.95","R557.13","FALSE"
"C4708-Bed 2 W 01","C4708","38mm CASEMENT","38 Casement","2305","1290","R11,259.29","WHITE","R1,094.79","R1,532.70","FALSE"
"C4708-Living Room L","C4708","38mm CASEMENT","38 Casement","1190","1610","R5,600.69","WHITE","R625.08","R875.11","FALSE"
"C4708-Living Room R","C4708","38mm CASEMENT","38 Casement","1190","1610","R5,600.69","WHITE","R625.08","R875.11","FALSE"
"C4834-SDF","C4834","38mm CASEMENT","38 Casement","1790","1490","R4,899.03","WHITE","R546.77","R765.47","FALSE"
"C4851-Office W 01","C4851","38mm CASEMENT","38 Casement","1585","950","R3,565.06","CHARCOAL","R389.49","R545.28","FALSE"
"C4851-Office W 02","C4851","38mm CASEMENT","38 Casement","2600","515","R3,378.36","CHARCOAL","R366.64","R513.30","FALSE"
"C4906-Garage Staicase","C4906","No Bars","38 Casement","1980","600","R1,651.33","BLACK|MATT BLACK","R184.30","R258.02","FALSE"
"C4906-Gym W01","C4906","No Bars","38 Casement","1185","900","R2,902.94","BLACK|MATT BLACK","R323.99","R453.58","FALSE"
"C4906-W02","C4906","Colonial Bars ( 2x6 Bars )","38 Casement","1220","1690","R5,161.70","BLACK|MATT BLACK","R576.08","R806.52","FALSE"
"C5014-Aerosud","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes .. 2x Handles per sash","38 Casement","3950","1420","R14,422.79","BLACK|MATT BLACK","R1,424.60","R1,994.43","FALSE"
"C5014-Car Area","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes .. 2x Handles per sash","38 Casement","4840","1430","R17,280.46","BLACK|MATT BLACK","R1,705.05","R2,387.06","FALSE"
"C5014-Compressor Room","C5014","38mm CASEMENT - Alu B/Bars On Opener & Fix .. 2X Handles on sash","38 Casement","960","1430","R3,962.69","BLACK|MATT BLACK","R390.13","R546.18","FALSE"
"C5014-Generator Room W 01","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes .. 2x Handles per sash","38 Casement","3945","1420","R14,409.06","BLACK|MATT BLACK","R1,423.25","R1,992.54","FALSE"
"C5014-Generator Room W 02","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes .. 2x Handles per sash","38 Casement","4835","1420","R16,874.52","BLACK|MATT BLACK","R1,665.34","R2,331.48","FALSE"
"C5014-Grinding Room ","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes .. 2x Handles per sash","38 Casement","3945","1420","R14,409.06","BLACK|MATT BLACK","R1,423.25","R1,992.54","FALSE"
"C5014-Oil Stores","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes .. 2x Handles per sash","38 Casement","3940","1430","R14,444.22","BLACK|MATT BLACK","R1,426.73","R1,997.42","FALSE"
"C5014-Raw Stores W 01","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes  .. 2x Handles per sash","38 Casement","1590","1430","R6,931.10","BLACK|MATT BLACK","R683.19","R956.47","FALSE"
"C5014-Raw Stores W 02","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes  .. 2 x Handles per sash","38 Casement","3210","1430","R11,956.07","BLACK|MATT BLACK","R1,179.48","R1,651.28","FALSE"
"C5014-Raw Stores W 03A","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes .. 2x Handles Per Sash","38 Casement","3870","1430","R14,450.48","BLACK|MATT BLACK","R1,426.34","R1,996.87","FALSE"
"C5014-Raw Stores W 03B","C5014","38mm CASEMENT - Alu B/Bars .. Extra Alu B/Bars on left side of window TO JOIN WITH RAW STORSES WO3A","38 Casement","950","935","R1,940.13","BLACK|MATT BLACK","R224.49","R314.29","FALSE"
"C5014-Recycling","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes .. 2x Handles per sash","38 Casement","3950","1425","R14,447.52","BLACK|MATT BLACK","R1,427.03","R1,997.84","FALSE"
"C5014-Work Area W 01","C5014","38mm CASEMENT - Alu B/Bars On Openers & Fixes .. 2x Handles Per Sash","38 Casement","4845","1430","R16,958.00","BLACK|MATT BLACK","R1,673.56","R2,342.99","FALSE"
"C5014-Work Area W 02","C5014","38mm CASEMENT - Alu B/Bars on Openers & Fixes .. 2x Handles per sash","38 Casement","3945","1430","R14,458.14","BLACK|MATT BLACK","R1,428.10","R1,999.34","FALSE"
"C5037-Main Bed B","C5037","38mm CASEMENT","38 Casement","2465","2510","R20,618.75","WHITE","R2,301.20","R3,221.68","FALSE"
"C5168-W1 Insert","C5168","38mm CASEMENT","38 Casement","2877","1707","R8,557.05","BRONZE","R955.03","R1,337.04","FALSE"
"C5190-Lounge Sidelights ","C5190","1XLeft , 1x Right","38 Casement","585","1470","R2,813.06","WHITE","R313.96","R439.54","FALSE"
"C5285-W 01","C5285","38mm CASEMENT","38 Casement","915","565","R1,937.67","BLACK|MATT BLACK","R201.84","R282.58","FALSE"
"C5378-Ross Bed W 01","C5378","38mm CASEMENT","38 Casement","585","1045","R2,493.40","CHARCOAL","R278.28","R389.59","FALSE"
"C5378-Ross Bed W 02","C5378","38mm CASEMENT","38 Casement","585","1045","R1,577.23","CHARCOAL","R176.03","R246.44","FALSE"
"C5378-Ross Bed W 03","C5378","38mm CASEMENT","38 Casement","2295","1045","R6,735.46","CHARCOAL","R751.73","R1,052.42","FALSE"
"C5401-Bath B","C5401","38mm CASEMENT","38 Casement","1810","1610","R5,744.94","WHITE","R598.43","R837.80","FALSE"
"C5401-Bed 1 B","C5401","38mm CASEMENT","38 Casement","2485","1605","R8,134.89","WHITE","R847.38","R1,186.34","FALSE"
"C5401-Bed 2 B","C5401","38mm CASEMENT","38 Casement","2855","1185","R7,668.84","WHITE","R798.84","R1,118.37","FALSE"
"C5536-Adam Bedroom","C5536","38mm CASEMENT","38 Casement","1120","1480","R4,693.87","WHITE","R523.87","R733.42","FALSE"
"C5536-Adam Bedroom A","C5536","38mm CASEMENT","38 Casement","1130","1480","R4,724.94","WHITE","R527.34","R738.27","FALSE"
"C5536-Adam Bedroom B","C5536","38mm CASEMENT","38 Casement","1125","1480","R4,709.41","WHITE","R525.60","R735.84","FALSE"
"C5536-Bathroom","C5536","38mm CASEMENT","38 Casement","1125","1195","R4,462.81","WHITE","R498.08","R697.31","FALSE"
"C5536-Upstairs Bed.","C5536","38mm CASEMENT","38 Casement","1670","1180","R5,677.70","WHITE","R633.67","R887.14","FALSE"
"C5650-M Bed Big Insert","C5650","38mm CASEMENT","38 Casement","3272","1222","R10,852.19","SILVER","R1,211.18","R1,695.66","FALSE"
"C5662-W01 Insert BL","C5662","38mm CASEMENT","38 Casement","2480","2215","R8,614.89","BLACK|MATT BLACK","R961.48","R1,346.08","FALSE"
"C5662-W01 Insert BR","C5662","38mm CASEMENT","38 Casement","1675","2215","R4,969.42","BLACK|MATT BLACK","R554.62","R776.47","FALSE"
"C5662-W01 Insert ML","C5662","38mm CASEMENT","38 Casement","2480","2270","R8,804.22","BLACK|MATT BLACK","R982.61","R1,375.66","FALSE"
"C5662-W01 Insert MR","C5662","38mm CASEMENT","38 Casement","1675","2270","R6,241.29","BLACK|MATT BLACK","R696.57","R975.20","FALSE"
"C5662-W04 Inserts","C5662","38mm CASEMENT","38 Casement","2065","1725","R4,794.89","BLACK|MATT BLACK","R535.14","R749.20","FALSE"
"C5774-2nd Bed Opt 2","C5774","38mm CASEMENT","38 Casement","1190","1640","R8,188.79","WHITE","R913.93","R1,279.50","FALSE"
"C5774-Ensuite Opt 2","C5774","38mm CASEMENT","38 Casement","1190","1620","R8,772.51","WHITE","R979.08","R1,370.71","FALSE"
"C5774-Office Opt 2","C5774","","38 Casement","1180","1620","R8,972.69","WHITE","R1,001.42","R1,401.98","FALSE"
"C5777-W10 W12","C5777","38mm CASEMENT","38 Casement","590","1225","R2,389.78","CHARCOAL","R266.72","R373.40","FALSE"
"C5777-W17 W18","C5777","38mm CASEMENT","38 Casement","1000","1225","R4,266.25","CHARCOAL","R476.14","R666.60","FALSE"
"C5777-W9","C5777","38mm CASEMENT","38 Casement","430","900","R483.75","CHARCOAL","R53.99","R75.59","FALSE"
"C5854-W 01","C5854","38mm CASEMENT","38 Casement","1600","1440","R4,240.41","CHARCOAL","R480.21","R672.30","FALSE"
"C5854-W 02","C5854","38mm CASEMENT","38 Casement","1595","1440","R2,691.75","CHARCOAL","R300.42","R420.59","FALSE"
"C5854-W 03","C5854","38mm CASEMENT","38 Casement","1595","1440","R4,219.18","CHARCOAL","R479.19","R670.87","FALSE"
"C5854-W 04","C5854","38mm CASEMENT","38 Casement","1595","1440","R2,691.75","CHARCOAL","R300.42","R420.59","FALSE"
"C5854-W 05","C5854","38mm CASEMENT","38 Casement","1595","1440","R3,532.10","CHARCOAL","R479.30","R671.02","FALSE"
"C5854-W 06","C5854","38mm CASEMENT","38 Casement","1595","1440","R2,691.75","CHARCOAL","R300.42","R420.59","FALSE"
"C5854-W 07","C5854","38mm CASEMENT","38 Casement","1595","1440","R4,293.82","CHARCOAL","R479.30","R671.02","FALSE"
"C5854-W 08","C5854","38mm CASEMENT","38 Casement","1595","1440","R2,691.75","CHARCOAL","R300.42","R420.59","FALSE"
"C5854-W 09","C5854","38mm CASEMENT","38 Casement","1595","1440","R4,293.82","CHARCOAL","R479.30","R671.02","FALSE"
"C5854-W 10","C5854","38mm CASEMENT","38 Casement","1595","1440","R2,691.75","CHARCOAL","R300.42","R420.59","FALSE"
"C5854-W 11","C5854","38mm CASEMENT","38 Casement","1590","1430","R4,272.27","CHARCOAL","R476.90","R667.66","FALSE"
"C5854-W 12","C5854","38mm CASEMENT","38 Casement","1595","1435","R2,687.27","CHARCOAL","R299.92","R419.88","FALSE"
"C5854-W 13","C5854","38mm CASEMENT","38 Casement","1590","1435","R4,278.98","CHARCOAL","R477.65","R668.70","FALSE"
"C5854-W 14","C5854","38mm CASEMENT","38 Casement","1590","1440","R2,685.42","CHARCOAL","R299.71","R419.60","FALSE"
